house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,SecurityDeposit,Status,price_per_sqft,size_bucket,property_id
1 BHK Apartment ,680,Ghansoli,Mumbai,19.12588501,72.99964142,22000,INR,2.0,1.0,Negotiable,,Posted 6 months ago," 60,000",Unfurnished,32.35294117647059,Medium,7050
2 BHK Apartment ,1214,Ghansoli,Mumbai,19.12399673,72.9980545,55000,INR,2.0,4.0,Negotiable,,Posted 6 months ago," 1,50,000",Unfurnished,45.30477759472817,Large,7051
3 BHK Apartment ,2200,Ghansoli,Mumbai,19.12073898,72.9921875,65000,INR,3.0,5.0,Unknown,,Posted 6 months ago," 2,00,000",Unfurnished,29.545454545454547,Large,7052
3 BHK Apartment ,1013,Goregaon East,Mumbai,19.1738739,72.87392426,60000,INR,3.0,0.0,Negotiable,,Posted 3 years ago," 2,00,000",Semi-Furnished,59.230009871668315,Large,7053
3 BHK Apartment ,1013,Goregaon East,Mumbai,19.1738739,72.87392426,60000,INR,3.0,0.0,Negotiable,,Posted 3 years ago," 3,00,000",Semi-Furnished,59.230009871668315,Large,7054
3 BHK Apartment ,1800,Gulmohar Road,Mumbai,19.11590195,72.83117676,110000,INR,3.0,3.0,Negotiable,,Posted 3 years ago," 5,00,000",Semi-Furnished,61.111111111111114,Large,7055
2 BHK Apartment ,1122,Kandivali West,Mumbai,19.21043777,72.84133148,42000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Furnished,37.4331550802139,Large,7056
2 BHK Apartment ,1200,Borivali East,Mumbai,19.22075844,72.85770416,45000,INR,2.0,1.0,Unknown,,Posted a year ago," 2,00,000",Unfurnished,37.5,Large,7057
2 BHK Apartment ,1027,Borivali East,Mumbai,19.22131157,72.85739899,45000,INR,2.0,1.0,Negotiable,,Posted a year ago," 2,00,000",Unfurnished,43.816942551119766,Large,7058
2 BHK Apartment ,1300,Airoli,Mumbai,19.16555786,72.99092102,29500,INR,2.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,22.692307692307693,Large,7059
1 BHK Apartment ,585,Dombivali,Mumbai,19.16758537,73.07501221,13000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,22.22222222222222,Medium,7060
1 BHK Apartment ,594,Seawoods,Mumbai,19.01486015,73.02294159,17000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,28.61952861952862,Medium,7061
1 BHK Apartment ,460,Dahisar East,Mumbai,19.24455643,72.86598969,22000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,47.82608695652174,Small,7062
1 BHK Apartment ,670,Kharghar,Mumbai,19.07254028,73.07128906,13000,INR,1.0,2.0,Unknown,,Posted a year ago," 50,000",Semi-Furnished,19.402985074626866,Medium,7063
3 BHK Apartment ,1017,Kharghar,Mumbai,19.0528698,73.06694031,70000,INR,3.0,3.0,Unknown,,Posted a year ago," 1,00,000",Semi-Furnished,68.82989183874139,Large,7064
2 BHK Apartment ,1239,Ghansoli,Mumbai,19.12399673,72.9980545,50000,INR,2.0,3.0,Negotiable,,Posted 2 months ago," 1,50,000",Unfurnished,40.35512510088781,Large,7065
1 BHK Apartment ,620,Ghansoli,Mumbai,19.12399673,72.9980545,16500,INR,2.0,2.0,Negotiable,,Posted 2 months ago," 40,000",Unfurnished,26.612903225806452,Medium,7066
2 BHK Apartment ,1234,Ghansoli,Mumbai,19.11413956,73.00130463,55000,INR,2.0,4.0,Negotiable,,Posted 2 months ago," 2,00,000",Furnished,44.570502431118314,Large,7067
3 BHK Apartment ,2200,Ghansoli,Mumbai,19.12399673,72.9980545,60000,INR,3.0,5.0,Negotiable,,Posted 2 months ago," 2,00,000",Unfurnished,27.272727272727273,Large,7068
1 BHK Apartment ,680,Ghansoli,Mumbai,19.12399673,72.9980545,25000,INR,2.0,2.0,Negotiable,,Posted 2 months ago," 75,000",Unfurnished,36.76470588235294,Medium,7069
1 BHK Apartment ,600,Rabale,Mumbai,19.14412308,73.01037598,18800,INR,1.0,1.0,Negotiable,,Posted 2 months ago," 60,000",Unfurnished,31.333333333333332,Medium,7070
2 BHK Apartment ,1248,Panvel,Mumbai,18.95307922,73.14958191,18000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,14.423076923076923,Large,7071
1 BHK Apartment ,650,Andheri East,Mumbai,19.00169182,72.818573,78500,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,120.76923076923077,Medium,7072
2 BHK Apartment ,780,Kurla East,Mumbai,19.06728363,72.88253784,90000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,115.38461538461539,Medium,7073
2 BHK Apartment ,1100,Vashi,Mumbai,19.07254219,73.00183105,50000,INR,2.0,0.0,Unknown,,Posted 25 days ago,No Deposit,Furnished,45.45454545454545,Large,7074
1 BHK Apartment ,475,Jogeshwari West,Mumbai,19.1398983,72.84290314,65000,INR,1.0,0.0,Unknown,,Posted 25 days ago,No Deposit,Furnished,136.8421052631579,Small,7075
2 BHK Apartment ,1100,Vashi,Mumbai,19.07254219,73.00183105,50000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,45.45454545454545,Large,7076
1 BHK Apartment ,650,Andheri East,Mumbai,19.00169182,72.818573,78500,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,120.76923076923077,Medium,7077
2 BHK Apartment ,1040,Andheri West,Mumbai,19.12855911,72.81993103,70000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,67.3076923076923,Large,7078
2 BHK Apartment ,780,Kurla,Mumbai,19.06728363,72.88253784,90000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,115.38461538461539,Medium,7079
2 BHK Apartment ,1040,Andheri West,Mumbai,19.12855911,72.81993103,70000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,67.3076923076923,Large,7080
2 BHK Apartment ,1050,Chembur,Mumbai,19.04843712,72.88838196,70000,INR,2.0,0.0,Unknown,,Posted 19 days ago,No Deposit,Furnished,66.66666666666667,Large,7081
2 BHK Apartment ,900,Powai,Mumbai,19.11178398,72.89842987,85000,INR,2.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Furnished,94.44444444444444,Medium,7082
2 BHK Apartment ,942,Badlapur East,Mumbai,19.16002846,73.24035645,8000,INR,2.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Unfurnished,8.492569002123142,Medium,7083
1 BHK Apartment ,520,Malad West,Mumbai,19.19246864,72.8194046,24000,INR,1.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Semi-Furnished,46.15384615384615,Medium,7084
1 BHK Apartment ,730,Kalyan West,Mumbai,19.27427101,73.12537384,9000,INR,1.0,0.0,Unknown,,Posted 19 days ago,No Deposit,Semi-Furnished,12.32876712328767,Medium,7085
3 BHK Apartment ,1955,Panvel,Mumbai,18.96871948,73.12556458,37000,INR,3.0,0.0,Unknown,,Posted 20 days ago,No Deposit,Semi-Furnished,18.925831202046037,Large,7086
3 BHK Apartment ,1500,Goregaon West,Mumbai,19.15210915,72.84357452,90000,INR,3.0,0.0,Unknown,,Posted 20 days ago,No Deposit,Semi-Furnished,60.0,Large,7087
1 RK Studio Apartment ,702,Kharghar,Mumbai,19.07730484,73.07568359,12000,INR,1.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Semi-Furnished,17.094017094017094,Medium,7088
1 RK Studio Apartment ,420,Girgaon,Mumbai,18.95305443,72.82118225,15000,INR,1.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Furnished,35.714285714285715,Small,7089
1 BHK Apartment ,500,Dombivali,Mumbai,19.22422791,73.07946777,11000,INR,1.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Unfurnished,22.0,Medium,7090
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,150000,INR,3.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Semi-Furnished,88.75739644970415,Large,7091
1 RK Studio Apartment ,420,Girgaon,Mumbai,18.95305443,72.82118225,15000,INR,1.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Furnished,35.714285714285715,Small,7092
1 BHK Apartment ,500,Dombivali,Mumbai,19.22422791,73.07946777,11000,INR,1.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Unfurnished,22.0,Medium,7093
2 BHK Apartment ,700,Bhandup East,Mumbai,19.14496231,72.94623566,32000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,45.714285714285715,Medium,7094
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7095
1 BHK Apartment ,650,Andheri East,Mumbai,19.00169182,72.818573,80000,INR,1.0,0.0,Unknown,,Posted 8 days ago,No Deposit,Furnished,123.07692307692308,Medium,7096
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7097
2 BHK Apartment ,700,Bhandup East,Mumbai,19.14496231,72.94623566,32000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,45.714285714285715,Medium,7098
2 BHK Apartment ,700,Bhandup East,Mumbai,19.14496231,72.94623566,32000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,45.714285714285715,Medium,7099
1 BHK Apartment ,590,Thane West,Mumbai,19.23176956,72.96821594,23500,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Furnished,39.83050847457627,Medium,7100
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7101
1 RK Studio Apartment ,702,Kharghar,Mumbai,19.07730484,73.07568359,12000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,17.094017094017094,Medium,7102
2 BHK Apartment ,700,Bhandup East,Mumbai,19.14496231,72.94623566,32000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,45.714285714285715,Medium,7103
2 BHK Apartment ,700,Bhandup East,Mumbai,19.14496231,72.94623566,32000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,45.714285714285715,Medium,7104
1 RK Studio Apartment ,702,Kharghar,Mumbai,19.07730484,73.07568359,12000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,17.094017094017094,Medium,7105
1 BHK Apartment ,590,Thane West,Mumbai,19.23176956,72.96821594,23500,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Furnished,39.83050847457627,Medium,7106
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7107
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7108
1 BHK Apartment ,590,Thane West,Mumbai,19.23176956,72.96821594,23500,INR,1.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Furnished,39.83050847457627,Medium,7109
1 RK Studio Apartment ,702,Kharghar,Mumbai,19.07730484,73.07568359,12000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,17.094017094017094,Medium,7110
2 BHK Apartment ,700,Bhandup East,Mumbai,19.14496231,72.94623566,32000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,45.714285714285715,Medium,7111
2 BHK Apartment ,876,Belapur,Mumbai,19.01469612,73.03904724,30000,INR,2.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,34.24657534246575,Medium,7112
2 BHK Apartment ,700,Bhandup East,Mumbai,19.14496231,72.94623566,32000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,45.714285714285715,Medium,7113
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7114
2 BHK Apartment ,1005,Badlapur West,Mumbai,19.17576218,73.23732758,14000,INR,2.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,13.930348258706468,Large,7115
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7116
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7117
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7118
1 BHK Apartment ,650,Andheri East,Mumbai,19.00169182,72.818573,80000,INR,1.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Furnished,123.07692307692308,Medium,7119
1 BHK Apartment ,550,Kandivali West,Mumbai,19.1939106,72.84563446,34000,INR,1.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Semi-Furnished,61.81818181818182,Medium,7120
2 BHK Apartment ,900,Andheri West,Mumbai,19.13805008,72.82532501,60000,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Furnished,66.66666666666667,Medium,7121
1 BHK Apartment ,650,Andheri East,Mumbai,19.00169182,72.818573,80000,INR,1.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Furnished,123.07692307692308,Medium,7122
2 BHK Apartment ,900,Andheri West,Mumbai,19.13805008,72.82532501,60000,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Furnished,66.66666666666667,Medium,7123
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted 4 days ago,No Deposit,Furnished,86.66666666666667,Medium,7124
2 BHK Apartment ,1200,Malad West,Mumbai,19.18059731,72.84043121,52000,INR,2.0,0.0,Unknown,,Posted 4 days ago,No Deposit,Furnished,43.333333333333336,Large,7125
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted 4 days ago,No Deposit,Furnished,86.66666666666667,Medium,7126
2 BHK Apartment ,600,Chembur,Mumbai,19.06437302,72.89280701,47000,INR,1.0,0.0,Unknown,,Posted 2 days ago,No Deposit,Semi-Furnished,78.33333333333333,Medium,7127
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted 2 days ago,No Deposit,Furnished,86.66666666666667,Medium,7128
2 BHK Apartment ,500,Malad East,Mumbai,19.18027878,72.86412048,26000,INR,2.0,0.0,Unknown,,Posted 11 days ago,No Deposit,Unfurnished,52.0,Medium,7129
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7130
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7131
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7132
2 BHK Apartment ,700,Bhandup East,Mumbai,19.14496231,72.94623566,32000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,45.714285714285715,Medium,7133
2 BHK Apartment ,500,Malad East,Mumbai,19.18027878,72.86412048,26000,INR,2.0,0.0,Unknown,,Posted 11 days ago,No Deposit,Unfurnished,52.0,Medium,7134
2 BHK Apartment ,876,Belapur,Mumbai,19.0124855,73.03336334,30000,INR,2.0,0.0,Unknown,,Posted 11 days ago,No Deposit,Semi-Furnished,34.24657534246575,Medium,7135
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 10 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7136
2 BHK Apartment ,700,Bhandup East,Mumbai,19.14496231,72.94623566,32000,INR,1.0,0.0,Unknown,,Posted 11 days ago,No Deposit,Semi-Furnished,45.714285714285715,Medium,7137
1 BHK Apartment ,650,Andheri East,Mumbai,19.00169182,72.818573,80000,INR,1.0,0.0,Unknown,,Posted 8 days ago,No Deposit,Furnished,123.07692307692308,Medium,7138
1 BHK Apartment ,500,Dombivali,Mumbai,19.22422791,73.07946777,11000,INR,1.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Unfurnished,22.0,Medium,7139
1 BHK Apartment ,590,Thane West,Mumbai,19.23176956,72.96821594,23500,INR,1.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Furnished,39.83050847457627,Medium,7140
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 10 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7141
2 BHK Apartment ,1115,Kharghar,Mumbai,19.06895256,73.08503723,28000,INR,2.0,0.0,Unknown,,Posted 10 days ago,No Deposit,Semi-Furnished,25.112107623318387,Large,7142
3 BHK Apartment ,1000,Bhiwandi,Mumbai,19.27990913,73.08123016,15000,INR,2.0,0.0,Unknown,,Posted 16 days ago,No Deposit,Unfurnished,15.0,Medium,7143
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7144
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 11 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7145
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7146
1 RK Studio Apartment ,420,Girgaon,Mumbai,18.95305443,72.82118225,15000,INR,1.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Furnished,35.714285714285715,Small,7147
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7148
1 RK Studio Apartment ,702,Kharghar,Mumbai,19.07730484,73.07568359,12000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,17.094017094017094,Medium,7149
2 BHK Apartment ,700,Bhandup East,Mumbai,19.14496231,72.94623566,32000,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,45.714285714285715,Medium,7150
2 BHK Apartment ,876,Belapur,Mumbai,19.01469612,73.03904724,30000,INR,2.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,34.24657534246575,Medium,7151
1 BHK Apartment ,590,Thane West,Mumbai,19.23176956,72.96821594,23500,INR,1.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Furnished,39.83050847457627,Medium,7152
2 BHK Apartment ,500,Malad East,Mumbai,19.18027878,72.86412048,26000,INR,2.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Unfurnished,52.0,Medium,7153
2 BHK Apartment ,1115,Kharghar,Mumbai,19.06905174,73.08538818,25200,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Semi-Furnished,22.60089686098655,Large,7154
2 BHK Apartment ,1115,Kharghar,Mumbai,19.06905174,73.08538818,25200,INR,2.0,0.0,Unknown,,Posted 8 days ago,No Deposit,Semi-Furnished,22.60089686098655,Large,7155
2 BHK Apartment ,1120,Kharghar,Mumbai,19.0713501,73.07579803,30000,INR,2.0,0.0,Unknown,,Posted 8 days ago,No Deposit,Semi-Furnished,26.785714285714285,Large,7156
3 BHK Apartment ,1690,Andheri East,Mumbai,19.1108036,72.87134552,142300,INR,3.0,0.0,Unknown,,Posted 8 days ago,No Deposit,Semi-Furnished,84.20118343195266,Large,7157
1 BHK Apartment ,650,Andheri East,Mumbai,19.00169182,72.818573,80000,INR,1.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Furnished,123.07692307692308,Medium,7158
1 BHK Apartment ,650,Andheri East,Mumbai,19.00169182,72.818573,80000,INR,1.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Furnished,123.07692307692308,Medium,7159
1 BHK Apartment ,550,Kandivali West,Mumbai,19.1939106,72.84563446,34000,INR,1.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Semi-Furnished,61.81818181818182,Medium,7160
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted a day ago,No Deposit,Furnished,86.66666666666667,Medium,7161
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted a day ago,No Deposit,Furnished,86.66666666666667,Medium,7162
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted a day ago,No Deposit,Furnished,86.66666666666667,Medium,7163
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted a day ago,No Deposit,Furnished,86.66666666666667,Medium,7164
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted 16 hours ago,No Deposit,Furnished,86.66666666666667,Medium,7165
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted 17 hours ago,No Deposit,Furnished,86.66666666666667,Medium,7166
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted a day ago,No Deposit,Furnished,86.66666666666667,Medium,7167
2 BHK Apartment ,730,Thane West,Mumbai,19.22246552,72.98777771,36000,INR,2.0,0.0,Unknown,,Posted 13 hours ago,No Deposit,Semi-Furnished,49.31506849315068,Medium,7168
2 BHK Apartment ,600,Malad West,Mumbai,19.18503952,72.81951141,52000,INR,2.0,0.0,Unknown,,Posted 13 hours ago,No Deposit,Furnished,86.66666666666667,Medium,7169
1 BHK Apartment ,715,Thane West,Mumbai,19.18860817,72.97050476,25000,INR,1.0,0.0,Unknown,,Posted 33 minutes ago,No Deposit,Semi-Furnished,34.96503496503497,Medium,7170
1 BHK Apartment ,510,Kurla West,Mumbai,19.07642365,72.88147736,27000,INR,1.0,0.0,Unknown,,Posted an hour ago,No Deposit,Semi-Furnished,52.94117647058823,Medium,7171
1 BHK Apartment ,710,Parel,Mumbai,19.00496101,72.8400116,75000,INR,2.0,3.0,Negotiable,,Posted a year ago,No Deposit,Semi-Furnished,105.63380281690141,Medium,7172
2 BHK Apartment ,847,Thane West,Mumbai,19.20824814,72.98790741,48000,INR,2.0,2.0,Unknown,,Posted 2 months ago," 2,25,000",Furnished,56.67060212514758,Medium,7173
1 BHK Apartment ,710,Airoli,Mumbai,19.14526939,72.99676514,21500,INR,2.0,0.0,Unknown,,Posted a year ago,No Deposit,Unfurnished,30.281690140845072,Medium,7174
1 BHK Apartment ,650,Goregaon West,Mumbai,19.1655407,72.83707428,32000,INR,1.0,0.0,Unknown,,Posted a year ago," 1,00,000",Semi-Furnished,49.23076923076923,Medium,7175
2 BHK Apartment ,1150,Airoli,Mumbai,19.16418076,72.9905777,29500,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,25.652173913043477,Large,7176
2 BHK Apartment ,1310,Airoli,Mumbai,19.14399147,72.99369049,19000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,14.50381679389313,Large,7177
1 BHK Apartment ,700,Airoli,Mumbai,19.16210938,72.99080658,18000,INR,1.0,0.0,Unknown,,Posted a year ago,No Deposit,Unfurnished,25.714285714285715,Medium,7178
1 BHK Apartment ,700,Airoli,Mumbai,19.14341927,72.99730682,20000,INR,1.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,28.571428571428573,Medium,7179
1 BHK Apartment ,710,Airoli,Mumbai,19.16145515,72.99312592,16000,INR,1.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,22.535211267605632,Medium,7180
1 BHK Apartment ,700,Airoli,Mumbai,19.14788246,72.99542999,21000,INR,1.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,30.0,Medium,7181
3 BHK Apartment ,1600,Airoli,Mumbai,19.16828537,72.99168396,33000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,20.625,Large,7182
2 BHK Apartment ,1170,Airoli,Mumbai,19.14437485,72.99450684,33500,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,28.632478632478634,Large,7183
2 BHK Apartment ,1245,Airoli,Mumbai,19.16418076,72.9905777,37000,INR,2.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,29.718875502008032,Large,7184
1 RK Studio Apartment ,450,Airoli,Mumbai,19.14399147,72.99369049,7500,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Furnished,16.666666666666668,Small,7185
3 BHK Apartment ,1800,Airoli,Mumbai,19.18170357,72.99532318,35000,INR,3.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,19.444444444444443,Large,7186
1 BHK Apartment ,700,Airoli,Mumbai,19.15793419,72.99347687,23000,INR,1.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,32.857142857142854,Medium,7187
1 BHK Apartment ,700,Seawoods,Mumbai,19.14399147,72.99369049,19000,INR,1.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Furnished,27.142857142857142,Medium,7188
3 BHK Apartment ,2500,Airoli,Mumbai,19.14605331,72.99641418,35000,INR,3.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,14.0,Large,7189
2 BHK Apartment ,1300,Airoli,Mumbai,19.14338875,72.9906311,37000,INR,4.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,28.46153846153846,Large,7190
2 BHK Apartment ,1145,Airoli,Mumbai,19.16423035,72.99762726,31000,INR,2.0,0.0,Unknown,,Posted a year ago,No Deposit,Furnished,27.074235807860262,Large,7191
1 BHK Apartment ,710,Airoli,Mumbai,19.14291,72.99671936,22000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,30.985915492957748,Medium,7192
1 BHK Apartment ,710,Airoli,Mumbai,19.1606369,72.99333191,23500,INR,1.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,33.098591549295776,Medium,7193
3 BHK Apartment ,1900,Airoli,Mumbai,19.16418076,72.9905777,46000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,24.210526315789473,Large,7194
3 BHK Apartment ,1800,Airoli,Mumbai,19.16418076,72.9905777,29000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,16.11111111111111,Large,7195
